environment | time (second),combined_concs | totEGFRphos (nanomolar),combined_concs | totGrb_EGFR (nanomolar),combined_concs | totGrb_Shc (nanomolar),combined_concs | totPLCgammaphos (nanomolar),combined_concs | totShc_EGFR (nanomolar),combined_concs | totShcphos (nanomolar),combined_concs | totSOS_EGFR (nanomolar),EGF | EGF (nanomolar),EGF | EGF' (nanomolar/second),G_S | G_S (nanomolar),G_S | G_S' (nanomolar/second),Grb | Grb (nanomolar),Grb | Grb' (nanomolar/second),PLC_gamma | PLC_gamma (nanomolar),PLC_gamma | PLC_gamma' (nanomolar/second),PLC_gamma_P | PLC_gamma_P (nanomolar),PLC_gamma_P | PLC_gamma_P' (nanomolar/second),PLC_gamma_P_I | PLC_gamma_P_I (nanomolar),PLC_gamma_P_I | PLC_gamma_P_I' (nanomolar/second),R | R (nanomolar),R | R' (nanomolar/second),R2 | R2 (nanomolar),R2 | R2' (nanomolar/second),R_G | R_G (nanomolar),R_G | R_G' (nanomolar/second),R_G_S | R_G_S (nanomolar),R_G_S | R_G_S' (nanomolar/second),R_PL | R_PL (nanomolar),R_PL | R_PL' (nanomolar/second),R_PLP | R_PLP (nanomolar),R_PLP | R_PLP' (nanomolar/second),R_Sh | R_Sh (nanomolar),R_Sh | R_Sh' (nanomolar/second),R_Sh_G | R_Sh_G (nanomolar),R_Sh_G | R_Sh_G' (nanomolar/second),R_Sh_G_S | R_Sh_G_S (nanomolar),R_Sh_G_S | R_Sh_G_S' (nanomolar/second),R_ShP | R_ShP (nanomolar),R_ShP | R_ShP' (nanomolar/second),Ra | Ra (nanomolar),Ra | Ra' (nanomolar/second),RP | RP (nanomolar),RP | RP' (nanomolar/second),Sh_G | Sh_G (nanomolar),Sh_G | Sh_G' (nanomolar/second),Sh_G_S | Sh_G_S (nanomolar),Sh_G_S | Sh_G_S' (nanomolar/second),Shc | Shc (nanomolar),Shc | Shc' (nanomolar/second),ShP | ShP (nanomolar),ShP | ShP' (nanomolar/second),SOS | SOS (nanomolar),SOS | SOS' (nanomolar/second),v1 | k1 (second_order_rate_constant),v1 | k1_ (first_order_rate_constant),v1 | v1 (flux),v10 | k10 (second_order_rate_constant),v10 | k10_ (first_order_rate_constant),v10 | v10 (flux),v11 | k11 (first_order_rate_constant),v11 | k11_ (second_order_rate_constant),v11 | v11 (flux),v12 | k12 (first_order_rate_constant),v12 | k12_ (second_order_rate_constant),v12 | v12 (flux),v13 | k13 (second_order_rate_constant),v13 | k13_ (first_order_rate_constant),v13 | v13 (flux),v14 | k14 (first_order_rate_constant),v14 | k14_ (first_order_rate_constant),v14 | v14 (flux),v15 | k15 (first_order_rate_constant),v15 | k15_ (second_order_rate_constant),v15 | v15 (flux),v17 | k17 (second_order_rate_constant),v17 | k17_ (first_order_rate_constant),v17 | v17 (flux),v18 | k18 (first_order_rate_constant),v18 | k18_ (second_order_rate_constant),v18 | v18 (flux),v19 | k19 (second_order_rate_constant),v19 | k19_ (first_order_rate_constant),v19 | v19 (flux),v2 | k2 (second_order_rate_constant),v2 | k2_ (first_order_rate_constant),v2 | v2 (flux),v20 | k20 (first_order_rate_constant),v20 | k20_ (second_order_rate_constant),v20 | v20 (flux),v21 | k21 (second_order_rate_constant),v21 | k21_ (first_order_rate_constant),v21 | v21 (flux),v22 | k22 (second_order_rate_constant),v22 | k22_ (first_order_rate_constant),v22 | v22 (flux),v23 | k23 (first_order_rate_constant),v23 | k23_ (second_order_rate_constant),v23 | v23 (flux),v24 | k24 (second_order_rate_constant),v24 | k24_ (first_order_rate_constant),v24 | v24 (flux),v25 | k25 (first_order_rate_constant),v25 | k25_ (first_order_rate_constant),v25 | v25 (flux),v3 | k3 (first_order_rate_constant),v3 | k3_ (first_order_rate_constant),v3 | v3 (flux),v5 | k5 (second_order_rate_constant),v5 | k5_ (first_order_rate_constant),v5 | v5 (flux),v6 | k6 (first_order_rate_constant),v6 | k6_ (first_order_rate_constant),v6 | v6 (flux),v7 | k7 (first_order_rate_constant),v7 | k7_ (second_order_rate_constant),v7 | v7 (flux),v9 | k9 (second_order_rate_constant),v9 | k9_ (first_order_rate_constant),v9 | v9 (flux)
81,97.9902,20.3877,55.9161,4.32139,8.70421,149.926,5.47629,580.053,-0.000103902,1.35035,-0.000425541,10.3859,-0.00183403,0.0100964,-2.63436e-06,3.01904,-4.35751e-05,100.603,0.000944089,0.052586,-0.000103902,0.216892,-0.000182711,13.1455,0.0107992,4.20214,0.00710897,0.0651661,-4.63183e-05,1.30234,-0.000851561,0.0566451,-2.31022e-05,1.76592,-0.00152605,1.27414,-0.00145496,5.66415,-0.00228262,1.5234,-0.00293271,21.5191,-0.0100226,27.639,-0.00713462,25.237,-0.00553301,0.0175483,1.05424e-06,88.3456,0.0179533,1.93633,0.000304539,0.003,0.06,0.000103902,0.01,0.06,0.0024112,0.03,0.0045,-0.00469778,0.0015,0.0001,1.4471e-05,0.09,0.6,-1.05424e-06,6,0.06,2.20479e-05,0.3,0.0009,-0.011761,0.003,0.1,-0.000110562,0.3,0.0009,-0.00551186,0.01,0.0214,0.00692735,0.01,0.1,0.0015183,0.12,0.00024,0.0225586,0.003,0.1,-0.0112514,0.03,0.064,-0.00962862,0.1,0.021,0.018463,0.009,0.0429,0.0141763,1,0.03,0.000944089,1,0.01,0.00170102,0.06,0.2,2.63436e-06,1,0.05,4.89526e-05,0.3,0.006,0.000900514,0.003,0.05,0.0132104
82,97.9936,20.4021,55.901,4.32053,8.69914,149.926,5.48175,580.052,-9.91504e-05,1.34994,-0.00039653,10.3841,-0.00170594,0.0100938,-2.43316e-06,3.019,-4.01377e-05,100.604,0.000875013,0.0524845,-9.91504e-05,0.216715,-0.000171674,13.1559,0.0100354,4.20901,0.00663263,0.0651215,-4.29278e-05,1.30152,-0.000789514,0.0566229,-2.14373e-05,1.76445,-0.00141658,1.27274,-0.00135336,5.66195,-0.00211815,1.52054,-0.00279846,21.5094,-0.00930553,27.6321,-0.00662982,25.2317,-0.00516575,0.0175493,9.82916e-07,88.3629,0.0167041,1.93662,0.000283006,0.003,0.06,9.91504e-05,0.01,0.06,0.00223936,0.03,0.0045,-0.00439327,0.0015,0.0001,1.38924e-05,0.09,0.6,-9.82916e-07,6,0.06,2.04544e-05,0.3,0.0009,-0.0119881,0.003,0.1,-6.20816e-05,0.3,0.0009,-0.00557959,0.01,0.0214,0.00693409,0.01,0.1,0.00144881,0.12,0.00024,0.0224763,0.003,0.1,-0.0104928,0.03,0.064,-0.00944256,0.1,0.021,0.0181995,0.009,0.0429,0.0141888,1,0.03,0.000875013,1,0.01,0.00162048,0.06,0.2,2.43316e-06,1,0.05,4.5361e-05,0.3,0.006,0.000834875,0.003,0.05,0.0122747
83,97.9967,20.4155,55.8869,4.31973,8.69443,149.926,5.48686,580.052,-9.46089e-05,1.34955,-0.000369506,10.3825,-0.0015871,0.0100915,-2.24879e-06,3.01896,-3.70155e-05,100.605,0.000811228,0.0523876,-9.46089e-05,0.216548,-0.000161332,13.1656,0.00932715,4.21542,0.00618774,0.0650802,-3.97981e-05,1.30076,-0.000732165,0.0566022,-1.98918e-05,1.76309,-0.0013151,1.27144,-0.00125874,5.65991,-0.00196545,1.5178,-0.00267017,21.5005,-0.00864004,27.6257,-0.00616192,25.2267,-0.00482253,0.0175502,9.16842e-07,88.379,0.0155427,1.93689,0.000263031,0.003,0.06,9.46089e-05,0.01,0.06,0.00207822,0.03,0.0045,-0.00410953,0.0015,0.0001,1.33535e-05,0.09,0.6,-9.16842e-07,6,0.06,1.8975e-05,0.3,0.0009,-0.012199,0.003,0.1,-1.70902e-05,0.3,0.0009,-0.0056424,0.01,0.0214,0.00694041,0.01,0.1,0.00138239,0.12,0.00024,0.0223997,0.003,0.1,-0.00978783,0.03,0.064,-0.0092683,0.1,0.021,0.0179539,0.009,0.0429,0.0142005,1,0.03,0.000811228,1,0.01,0.00154372,0.06,0.2,2.24879e-06,1,0.05,4.20469e-05,0.3,0.006,0.000774212,0.003,0.05,0.0114054
84,97.9997,20.428,55.8739,4.31899,8.69005,149.926,5.49162,580.052,-9.02689e-05,1.3492,-0.000344322,10.381,-0.0014768,0.0100893,-2.08079e-06,3.01893,-3.4167e-05,100.606,0.000752248,0.0522952,-9.02689e-05,0.216392,-0.000151641,13.1746,0.00867038,4.2214,0.00577231,0.0650419,-3.69025e-05,1.30006,-0.000679098,0.0565831,-1.84573e-05,1.76182,-0.00122099,1.27022,-0.00117067,5.65801,-0.00182369,1.51519,-0.00254757,21.4921,-0.00802233,27.6198,-0.00572809,25.222,-0.00450182,0.0175511,8.55952e-07,88.394,0.0144629,1.93715,0.000244499,0.003,0.06,9.02689e-05,0.01,0.06,0.00192719,0.03,0.0045,-0.00384512,0.0015,0.0001,1.28517e-05,0.09,0.6,-8.55952e-07,6,0.06,1.76014e-05,0.3,0.0009,-0.0123948,0.003,0.1,2.46757e-05,0.3,0.0009,-0.00570065,0.01,0.0214,0.00694631,0.01,0.1,0.00131892,0.12,0.00024,0.0223284,0.003,0.1,-0.00913259,0.03,0.064,-0.00910514,0.1,0.021,0.0177251,0.009,0.0429,0.0142114,1,0.03,0.000752248,1,0.01,0.00147056,0.06,0.2,2.08079e-06,1,0.05,3.89833e-05,0.3,0.006,0.000718081,0.003,0.05,0.0105976
85,98.0026,20.4397,55.8617,4.3183,8.68599,149.926,5.49607,580.052,-8.61218e-05,1.34886,-0.000320864,10.3795,-0.00137441,0.0100873,-1.92648e-06,3.0189,-3.15632e-05,100.607,0.000697696,0.052207,-8.61218e-05,0.216245,-0.000142558,13.183,0.00806118,4.22697,0.00538444,0.0650064,-3.42246e-05,1.2994,-0.000629981,0.0565653,-1.71258e-05,1.76064,-0.00113372,1.26909,-0.00108869,5.65625,-0.00169209,1.5127,-0.00243042,21.4844,-0.00744897,27.6142,-0.00532575,25.2177,-0.00420219,0.0175519,7.99475e-07,88.408,0.0134588,1.93738,0.000227301,0.003,0.06,8.61218e-05,0.01,0.06,0.00178568,0.03,0.0045,-0.00359876,0.0015,0.0001,1.23843e-05,0.09,0.6,-7.99475e-07,6,0.06,1.63263e-05,0.3,0.0009,-0.0125767,0.003,0.1,6.3452e-05,0.3,0.0009,-0.00575466,0.01,0.0214,0.00695183,0.01,0.1,0.00125827,0.12,0.00024,0.0222622,0.003,0.1,-0.00852352,0.03,0.064,-0.00895243,0.1,0.021,0.0175119,0.009,0.0429,0.0142216,1,0.03,0.000697696,1,0.01,0.00140083,0.06,0.2,1.92648e-06,1,0.05,3.61511e-05,0.3,0.006,0.000666132,0.003,0.05,0.00984686
86,98.0053,20.4505,55.8503,4.31766,8.68222,149.926,5.50022,580.052,-8.21593e-05,1.34855,-0.00029902,10.3782,-0.00127934,0.0100855,-1.78414e-06,3.01887,-2.91737e-05,100.607,0.000647197,0.0521229,-8.21593e-05,0.216107,-0.000134042,13.1907,0.00749597,4.23217,0.00502235,0.0649734,-3.17465e-05,1.2988,-0.000584492,0.0565488,-1.58895e-05,1.75955,-0.00105278,1.26804,-0.00101241,5.65462,-0.00156992,1.51033,-0.0023185,21.4772,-0.00691671,27.6091,-0.00495253,25.2136,-0.00392226,0.0175527,7.46883e-07,88.4209,0.012525,1.9376,0.000211337,0.003,0.06,8.21593e-05,0.01,0.06,0.00165315,0.03,0.0045,-0.0033692,0.0015,0.0001,1.1949e-05,0.09,0.6,-7.46883e-07,6,0.06,1.51426e-05,0.3,0.0009,-0.0127455,0.003,0.1,9.946e-05,0.3,0.0009,-0.00580476,0.01,0.0214,0.00695699,0.01,0.1,0.00120033,0.12,0.00024,0.0222005,0.003,0.1,-0.0079573,0.03,0.064,-0.00880953,0.1,0.021,0.0173133,0.009,0.0429,0.0142311,1,0.03,0.000647197,1,0.01,0.00133437,0.06,0.2,1.78414e-06,1,0.05,3.35306e-05,0.3,0.006,0.000618023,0.003,0.05,0.00914912
87,98.0079,20.4606,55.8398,4.31707,8.67871,149.926,5.50409,580.052,-7.83736e-05,1.34827,-0.000278673,10.377,-0.00119104,0.0100837,-1.65283e-06,3.01884,-2.69793e-05,100.608,0.000600434,0.0520427,-7.83736e-05,0.215977,-0.000126057,13.198,0.00697147,4.23703,0.00468437,0.0649428,-2.9452e-05,1.29823,-0.00054235,0.0565335,-1.47418e-05,1.75854,-0.000977694,1.26707,-0.000941436,5.65311,-0.00145653,1.50807,-0.00221158,21.4706,-0.0064226,27.6043,-0.00460622,25.2098,-0.00366078,0.0175534,6.97897e-07,88.433,0.0116567,1.9378,0.000196517,0.003,0.06,7.83736e-05,0.01,0.06,0.00152906,0.03,0.0045,-0.00315531,0.0015,0.0001,1.15437e-05,0.09,0.6,-6.97897e-07,6,0.06,1.40439e-05,0.3,0.0009,-0.0129023,0.003,0.1,0.000132903,0.3,0.0009,-0.00585121,0.01,0.0214,0.00696181,0.01,0.1,0.00114497,0.12,0.00024,0.0221432,0.003,0.1,-0.00743085,0.03,0.064,-0.00867584,0.1,0.021,0.0171282,0.009,0.0429,0.01424,1,0.03,0.000600434,1,0.01,0.00127103,0.06,0.2,1.65283e-06,1,0.05,3.11049e-05,0.3,0.006,0.000573455,0.003,0.05,0.00850053
88,98.0104,20.47,55.8299,4.31652,8.67546,149.926,5.50771,580.052,-7.4757e-05,1.348,-0.000259709,10.3758,-0.00110901,0.0100821,-1.53137e-06,3.01881,-2.49634e-05,100.608,0.00055712,0.0519661,-7.4757e-05,0.215854,-0.000118567,13.2047,0.00648464,4.24155,0.00436894,0.0649144,-2.73274e-05,1.29771,-0.000503298,0.0565193,-1.36763e-05,1.75759,-0.000908039,1.26616,-0.000875408,5.65171,-0.00135128,1.50591,-0.00210944,21.4644,-0.00596388,27.5999,-0.00428483,25.2063,-0.00341658,0.0175541,6.52126e-07,88.4443,0.0108492,1.93799,0.000182759,0.003,0.06,7.4757e-05,0.01,0.06,0.00141292,0.03,0.0045,-0.00295602,0.0015,0.0001,1.11661e-05,0.09,0.6,-6.52126e-07,6,0.06,1.30242e-05,0.3,0.0009,-0.0130479,0.003,0.1,0.000163969,0.3,0.0009,-0.0058943,0.01,0.0214,0.00696631,0.01,0.1,0.0010921,0.12,0.00024,0.0220899,0.003,0.1,-0.00694135,0.03,0.064,-0.00855082,0.1,0.021,0.0169557,0.009,0.0429,0.0142482,1,0.03,0.00055712,1,0.01,0.00121066,0.06,0.2,1.53137e-06,1,0.05,2.88588e-05,0.3,0.006,0.000532156,0.003,0.05,0.00789755
89,98.0128,20.4787,55.8208,4.31601,8.67244,149.926,5.51108,580.052,-7.13025e-05,1.34775,-0.000242039,10.3748,-0.0010328,0.0100807,-1.41906e-06,3.01879,-2.31093e-05,100.609,0.000516988,0.0518931,-7.13025e-05,0.215739,-0.000111542,13.2109,0.00603269,4.24577,0.00407458,0.0648881,-2.53592e-05,1.29723,-0.0004671,0.0565061,-1.26872e-05,1.75672,-0.000843411,1.26531,-0.000813988,5.65041,-0.00125359,1.50385,-0.00201188,21.4586,-0.005538,27.5958,-0.0039865,25.203,-0.00318854,0.0175547,6.09398e-07,88.4547,0.0100981,1.93817,0.000169984,0.003,0.06,7.13025e-05,0.01,0.06,0.00130424,0.03,0.0045,-0.00277034,0.0015,0.0001,1.08145e-05,0.09,0.6,-6.09398e-07,6,0.06,1.20778e-05,0.3,0.0009,-0.013183,0.003,0.1,0.000192831,0.3,0.0009,-0.00593427,0.01,0.0214,0.00697051,0.01,0.1,0.00104159,0.12,0.00024,0.0220404,0.003,0.1,-0.00648615,0.03,0.064,-0.00843393,0.1,0.021,0.016795,0.009,0.0429,0.0142559,1,0.03,0.000516988,1,0.01,0.00115313,0.06,0.2,1.41906e-06,1,0.05,2.67783e-05,0.3,0.006,0.000493879,0.003,0.05,0.00733693
90,98.015,20.4869,55.8123,4.31554,8.66963,149.926,5.51423,580.052,-6.80029e-05,1.34751,-0.000225579,10.3738,-0.000961972,0.0100793,-1.31577e-06,3.01877,-2.14028e-05,100.61,0.000479796,0.0518234,-6.80029e-05,0.215631,-0.000104949,13.2168,0.00561304,4.24971,0.00379992,0.0648637,-2.35345e-05,1.29678,-0.000433543,0.0564939,-1.17696e-05,1.75591,-0.000783439,1.26453,-0.000756858,5.6492,-0.00116292,1.50188,-0.0019187,21.4533,-0.0051426,27.5919,-0.00370951,25.1999,-0.0029756,0.0175553,5.69785e-07,88.4645,0.00939953,1.93833,0.000158122,0.003,0.06,6.80029e-05,0.01,0.06,0.00120258,0.03,0.0045,-0.00259733,0.0015,0.0001,1.04871e-05,0.09,0.6,-5.69785e-07,6,0.06,1.11998e-05,0.3,0.0009,-0.0133086,0.003,0.1,0.000219649,0.3,0.0009,-0.00597135,0.01,0.0214,0.00697444,0.01,0.1,0.000993349,0.12,0.00024,0.0219943,0.003,0.1,-0.00606282,0.03,0.064,-0.00832465,0.1,0.021,0.0166453,0.009,0.0429,0.014263,1,0.03,0.000479796,1,0.01,0.0010983,0.06,0.2,1.31577e-06,1,0.05,2.48503e-05,0.3,0.006,0.000458394,0.003,0.05,0.00681563
91,98.0172,20.4945,55.8043,4.3151,8.66703,149.926,5.51717,580.052,-6.48516e-05,1.34729,-0.000210244,10.3728,-0.000896141,0.010078,-1.22079e-06,3.01874,-1.98311e-05,100.61,0.000445323,0.051757,-6.48516e-05,0.215529,-9.87629e-05,13.2222,0.00522332,4.25338,0.00354366,0.064841,-2.18424e-05,1.29636,-0.000402428,0.0564825,-1.09184e-05,1.75515,-0.000727782,1.2638,-0.000703724,5.64808,-0.00107877,1.50001,-0.00182971,21.4483,-0.00477547,27.5883,-0.00345229,25.197,-0.00277679,0.0175559,5.33095e-07,88.4736,0.00874974,1.93849,0.000147106,0.003,0.06,6.48516e-05,0.01,0.06,0.00110751,0.03,0.0045,-0.00243615,0.0015,0.0001,1.01821e-05,0.09,0.6,-5.33095e-07,6,0.06,1.03853e-05,0.3,0.0009,-0.0134251,0.003,0.1,0.000244573,0.3,0.0009,-0.00600574,0.01,0.0214,0.0069781,0.01,0.1,0.00094728,0.12,0.00024,0.0219515,0.003,0.1,-0.00566908,0.03,0.064,-0.00822253,0.1,0.021,0.0165058,0.009,0.0429,0.0142697,1,0.03,0.000445323,1,0.01,0.00104604,0.06,0.2,1.22079e-06,1,0.05,2.30632e-05,0.3,0.006,0.000425492,0.003,0.05,0.00633083
92,98.0192,20.5016,55.7969,4.3147,8.66461,149.926,5.51992,580.052,-6.18422e-05,1.34709,-0.000195958,10.372,-0.000834939,0.0100769,-1.13307e-06,3.01873,-1.83804e-05,100.61,0.000413359,0.0516937,-6.18422e-05,0.215433,-9.2956e-05,13.2272,0.00486133,4.2568,0.00330459,0.06482,-2.02735e-05,1.29597,-0.000373572,0.056472,-1.01283e-05,1.75445,-0.000676125,1.26312,-0.000654309,5.64704,-0.00100066,1.49822,-0.00174473,21.4437,-0.0044346,27.585,-0.00321339,25.1944,-0.00259119,0.0175564,4.98997e-07,88.482,0.00814531,1.93863,0.000136872,0.003,0.06,6.18422e-05,0.01,0.06,0.00101862,0.03,0.0045,-0.00228597,0.0015,0.0001,9.89814e-06,0.09,0.6,-4.98997e-07,6,0.06,9.6293e-06,0.3,0.0009,-0.0135333,0.003,0.1,0.000267738,0.3,0.0009,-0.00603765,0.01,0.0214,0.00698151,0.01,0.1,0.000903288,0.12,0.00024,0.0219117,0.003,0.1,-0.00530285,0.03,0.064,-0.0081271,0.1,0.021,0.0163758,0.009,0.0429,0.0142759,1,0.03,0.000413359,1,0.01,0.000996244,0.06,0.2,1.13307e-06,1,0.05,2.14066e-05,0.3,0.006,0.000394978,0.003,0.05,0.00587995
93,98.0212,20.5082,55.79,4.31432,8.66236,149.926,5.52248,580.052,-5.89685e-05,1.3469,-0.000182649,10.3712,-0.000778032,0.0100758,-1.05192e-06,3.01871,-1.70394e-05,100.611,0.000383713,0.0516333,-5.89685e-05,0.215343,-8.75044e-05,13.2319,0.00452502,4.25999,0.00308158,0.0648004,-1.88186e-05,1.29561,-0.000346803,0.0564622,-9.39491e-06,1.7538,-0.000628175,1.26249,-0.000608356,5.64608,-0.000928184,1.49652,-0.0016636,21.4394,-0.00411808,27.5819,-0.00299145,25.1919,-0.00241794,0.0175569,4.6728e-07,88.4899,0.00758303,1.93876,0.000127365,0.003,0.06,5.89685e-05,0.01,0.06,0.000935526,0.03,0.0045,-0.00214605,0.0015,0.0001,9.63363e-06,0.09,0.6,-4.6728e-07,6,0.06,8.92763e-06,0.3,0.0009,-0.0136338,0.003,0.1,0.000289272,0.3,0.0009,-0.00606725,0.01,0.0214,0.00698469,0.01,0.1,0.000861282,0.12,0.00024,0.0218747,0.003,0.1,-0.00496216,0.03,0.064,-0.00803795,0.1,0.021,0.0162547,0.009,0.0429,0.0142817,1,0.03,0.000383713,1,0.01,0.000948787,0.06,0.2,1.05192e-06,1,0.05,1.98705e-05,0.3,0.006,0.000366674,0.003,0.05,0.00546055
94,98.023,20.5143,55.7836,4.31397,8.66028,149.926,5.52487,580.052,-5.62248e-05,1.34673,-0.000170251,10.3704,-0.000725107,0.0100748,-9.76332e-07,3.01869,-1.57996e-05,100.611,0.000356214,0.0515757,-5.62248e-05,0.215258,-8.23854e-05,13.2363,0.00421254,4.26297,0.00287357,0.0647823,-1.74698e-05,1.29528,-0.000321969,0.0564532,-8.71403e-06,1.75319,-0.000583664,1.2619,-0.000565625,5.64518,-0.000860919,1.49489,-0.00158613,21.4355,-0.00382418,27.579,-0.00278524,25.1895,-0.00225622,0.0175573,4.37494e-07,88.4972,0.00705994,1.93888,0.00011853,0.003,0.06,5.62248e-05,0.01,0.06,0.000857873,0.03,0.0045,-0.00201569,0.0015,0.0001,9.38728e-06,0.09,0.6,-4.37494e-07,6,0.06,8.27654e-06,0.3,0.0009,-0.0137271,0.003,0.1,0.000309293,0.3,0.0009,-0.00609471,0.01,0.0214,0.00698766,0.01,0.1,0.000821177,0.12,0.00024,0.0218403,0.003,0.1,-0.00464521,0.03,0.064,-0.00795468,0.1,0.021,0.0161419,0.009,0.0429,0.014287,1,0.03,0.000356214,1,0.01,0.000903562,0.06,0.2,9.76332e-07,1,0.05,1.84462e-05,0.3,0.006,0.000340415,0.003,0.05,0.00507041
95,98.0248,20.5201,55.7776,4.31364,8.65834,149.926,5.5271,580.052,-5.36052e-05,1.34656,-0.000158701,10.3697,-0.000675878,0.0100738,-9.05549e-07,3.01868,-1.46517e-05,100.612,0.000330699,0.0515208,-5.36052e-05,0.215178,-7.75777e-05,13.2403,0.00392213,4.26574,0.00267955,0.0647654,-1.62195e-05,1.29497,-0.000298922,0.0564448,-8.08172e-06,1.75263,-0.000542339,1.26136,-0.000525892,5.64435,-0.000798497,1.49334,-0.00151217,21.4318,-0.00355126,27.5763,-0.00259359,25.1873,-0.00210528,0.0175578,4.09344e-07,88.504,0.00657327,1.939,0.000110318,0.003,0.06,5.36052e-05,0.01,0.06,0.000785316,0.03,0.0045,-0.00189424,0.0015,0.0001,9.15784e-06,0.09,0.6,-4.09344e-07,6,0.06,7.67238e-06,0.3,0.0009,-0.0138138,0.003,0.1,0.000327908,0.3,0.0009,-0.00612018,0.01,0.0214,0.00699043,0.01,0.1,0.000782889,0.12,0.00024,0.0218084,0.003,0.1,-0.00435032,0.03,0.064,-0.00787691,0.1,0.021,0.0160367,0.009,0.0429,0.014292,1,0.03,0.000330699,1,0.01,0.000860466,0.06,0.2,9.05549e-07,1,0.05,1.7125e-05,0.3,0.006,0.000316047,0.003,0.05,0.00470745
96,98.0265,20.5254,55.7721,4.31334,8.65654,149.926,5.52918,580.051,-5.11044e-05,1.34641,-0.000147939,10.3691,-0.000630079,0.0100729,-8.39876e-07,3.01866,-1.35897e-05,100.612,0.000307023,0.0514685,-5.11044e-05,0.215103,-7.30617e-05,13.2441,0.0036522,4.26833,0.00249861,0.0647498,-1.50592e-05,1.29468,-0.000277535,0.056437,-7.49506e-06,1.75211,-0.00050397,1.26085,-0.000488948,5.64358,-0.000740571,1.49187,-0.00144157,21.4284,-0.00329784,27.5738,-0.00241546,25.1853,-0.00196441,0.0175581,3.82998e-07,88.5103,0.00612048,1.9391,0.000102687,0.003,0.06,5.11044e-05,0.01,0.06,0.000717534,0.03,0.0045,-0.00178108,0.0015,0.0001,8.94414e-06,0.09,0.6,-3.82998e-07,6,0.06,7.11207e-06,0.3,0.0009,-0.0138942,0.003,0.1,0.00034522,0.3,0.0009,-0.00614382,0.01,0.0214,0.00699301,0.01,0.1,0.000746339,0.12,0.00024,0.0217786,0.003,0.1,-0.00407593,0.03,0.064,-0.00780429,0.1,0.021,0.0159388,0.009,0.0429,0.0142967,1,0.03,0.000307023,1,0.01,0.0008194,0.06,0.2,8.39876e-07,1,0.05,1.58991e-05,0.3,0.006,0.000293434,0.003,0.05,0.00436973
97,98.0281,20.5304,55.7669,4.31306,8.65487,149.926,5.53112,580.051,-4.87173e-05,1.34627,-0.00013791,10.3684,-0.000587462,0.0100721,-7.79127e-07,3.01865,-1.26073e-05,100.612,0.000285052,0.0514186,-4.87173e-05,0.215032,-6.88189e-05,13.2476,0.00340126,4.27074,0.00232987,0.0647353,-1.3982e-05,1.29441,-0.000257684,0.0564298,-6.95103e-06,1.75162,-0.000468341,1.26038,-0.000454599,5.64287,-0.000686817,1.49046,-0.00137418,21.4252,-0.00306249,27.5715,-0.00224986,25.1834,-0.00183296,0.0175585,3.5839e-07,88.5162,0.00569917,1.9392,9.55942e-05,0.003,0.06,4.87173e-05,0.01,0.06,0.000654224,0.03,0.0045,-0.00167565,0.0015,0.0001,8.7451e-06,0.09,0.6,-3.5839e-07,6,0.06,6.59263e-06,0.3,0.0009,-0.0139689,0.003,0.1,0.00036132,0.3,0.0009,-0.00616575,0.01,0.0214,0.00699542,0.01,0.1,0.000711451,0.12,0.00024,0.021751,0.003,0.1,-0.0038206,0.03,0.064,-0.00773649,0.1,0.021,0.0158475,0.009,0.0429,0.014301,1,0.03,0.000285052,1,0.01,0.000780269,0.06,0.2,7.79127e-07,1,0.05,1.47611e-05,0.3,0.006,0.000272445,0.003,0.05,0.00405549
98,98.0296,20.535,55.7621,4.3128,8.65332,149.926,5.53293,580.051,-4.64388e-05,1.34613,-0.000128566,10.3679,-0.000547802,0.0100714,-7.23145e-07,3.01864,-1.16978e-05,100.612,0.000264661,0.051371,-4.64388e-05,0.214965,-6.48319e-05,13.2509,0.00316795,4.27299,0.00217252,0.0647218,-1.29816e-05,1.29416,-0.000239258,0.0564231,-6.44641e-06,1.75117,-0.000435255,1.25994,-0.000422662,5.64221,-0.000636938,1.48912,-0.00130986,21.4222,-0.00284395,27.5693,-0.00209589,25.1816,-0.0017103,0.0175589,3.35583e-07,88.5217,0.00530715,1.9393,8.90008e-05,0.003,0.06,4.64388e-05,0.01,0.06,0.000595101,0.03,0.0045,-0.00157742,0.0015,0.0001,8.55971e-06,0.09,0.6,-3.35583e-07,6,0.06,6.11082e-06,0.3,0.0009,-0.0140383,0.003,0.1,0.000376296,0.3,0.0009,-0.00618611,0.01,0.0214,0.00699766,0.01,0.1,0.000678152,0.12,0.00024,0.0217254,0.003,0.1,-0.00358298,0.03,0.064,-0.0076732,0.1,0.021,0.0157625,0.009,0.0429,0.014305,1,0.03,0.000264661,1,0.01,0.000742984,0.06,0.2,7.23145e-07,1,0.05,1.37048e-05,0.3,0.006,0.000252963,0.003,0.05,0.00376305
