environment | time (second),combined_concs | totEGFRphos (nanomolar),combined_concs | totGrb_EGFR (nanomolar),combined_concs | totGrb_Shc (nanomolar),combined_concs | totPLCgammaphos (nanomolar),combined_concs | totShc_EGFR (nanomolar),combined_concs | totShcphos (nanomolar),combined_concs | totSOS_EGFR (nanomolar),EGF | EGF (nanomolar),EGF | EGF' (nanomolar/second),G_S | G_S (nanomolar),G_S | G_S' (nanomolar/second),Grb | Grb (nanomolar),Grb | Grb' (nanomolar/second),PLC_gamma | PLC_gamma (nanomolar),PLC_gamma | PLC_gamma' (nanomolar/second),PLC_gamma_P | PLC_gamma_P (nanomolar),PLC_gamma_P | PLC_gamma_P' (nanomolar/second),PLC_gamma_P_I | PLC_gamma_P_I (nanomolar),PLC_gamma_P_I | PLC_gamma_P_I' (nanomolar/second),R | R (nanomolar),R | R' (nanomolar/second),R2 | R2 (nanomolar),R2 | R2' (nanomolar/second),R_G | R_G (nanomolar),R_G | R_G' (nanomolar/second),R_G_S | R_G_S (nanomolar),R_G_S | R_G_S' (nanomolar/second),R_PL | R_PL (nanomolar),R_PL | R_PL' (nanomolar/second),R_PLP | R_PLP (nanomolar),R_PLP | R_PLP' (nanomolar/second),R_Sh | R_Sh (nanomolar),R_Sh | R_Sh' (nanomolar/second),R_Sh_G | R_Sh_G (nanomolar),R_Sh_G | R_Sh_G' (nanomolar/second),R_Sh_G_S | R_Sh_G_S (nanomolar),R_Sh_G_S | R_Sh_G_S' (nanomolar/second),R_ShP | R_ShP (nanomolar),R_ShP | R_ShP' (nanomolar/second),Ra | Ra (nanomolar),Ra | Ra' (nanomolar/second),RP | RP (nanomolar),RP | RP' (nanomolar/second),Sh_G | Sh_G (nanomolar),Sh_G | Sh_G' (nanomolar/second),Sh_G_S | Sh_G_S (nanomolar),Sh_G_S | Sh_G_S' (nanomolar/second),Shc | Shc (nanomolar),Shc | Shc' (nanomolar/second),ShP | ShP (nanomolar),ShP | ShP' (nanomolar/second),SOS | SOS (nanomolar),SOS | SOS' (nanomolar/second),v1 | k1 (second_order_rate_constant),v1 | k1_ (first_order_rate_constant),v1 | v1 (flux),v10 | k10 (second_order_rate_constant),v10 | k10_ (first_order_rate_constant),v10 | v10 (flux),v11 | k11 (first_order_rate_constant),v11 | k11_ (second_order_rate_constant),v11 | v11 (flux),v12 | k12 (first_order_rate_constant),v12 | k12_ (second_order_rate_constant),v12 | v12 (flux),v13 | k13 (second_order_rate_constant),v13 | k13_ (first_order_rate_constant),v13 | v13 (flux),v14 | k14 (first_order_rate_constant),v14 | k14_ (first_order_rate_constant),v14 | v14 (flux),v15 | k15 (first_order_rate_constant),v15 | k15_ (second_order_rate_constant),v15 | v15 (flux),v16 | K16 (nanomolar),v16 | V16 (flux),v16 | v16 (flux),v17 | k17 (second_order_rate_constant),v17 | k17_ (first_order_rate_constant),v17 | v17 (flux),v18 | k18 (first_order_rate_constant),v18 | k18_ (second_order_rate_constant),v18 | v18 (flux),v19 | k19 (second_order_rate_constant),v19 | k19_ (first_order_rate_constant),v19 | v19 (flux),v2 | k2 (second_order_rate_constant),v2 | k2_ (first_order_rate_constant),v2 | v2 (flux),v20 | k20 (first_order_rate_constant),v20 | k20_ (second_order_rate_constant),v20 | v20 (flux),v21 | k21 (second_order_rate_constant),v21 | k21_ (first_order_rate_constant),v21 | v21 (flux),v22 | k22 (second_order_rate_constant),v22 | k22_ (first_order_rate_constant),v22 | v22 (flux),v23 | k23 (first_order_rate_constant),v23 | k23_ (second_order_rate_constant),v23 | v23 (flux),v24 | k24 (second_order_rate_constant),v24 | k24_ (first_order_rate_constant),v24 | v24 (flux),v25 | k25 (first_order_rate_constant),v25 | k25_ (first_order_rate_constant),v25 | v25 (flux),v3 | k3 (first_order_rate_constant),v3 | k3_ (first_order_rate_constant),v3 | v3 (flux),v4 | K4 (nanomolar),v4 | v4 (flux),v4 | V4 (flux),v5 | k5 (second_order_rate_constant),v5 | k5_ (first_order_rate_constant),v5 | v5 (flux),v6 | k6 (first_order_rate_constant),v6 | k6_ (first_order_rate_constant),v6 | v6 (flux),v7 | k7 (first_order_rate_constant),v7 | k7_ (second_order_rate_constant),v7 | v7 (flux),v8 | K8 (nanomolar),v8 | V8 (flux),v8 | v8 (flux),v9 | k9 (second_order_rate_constant),v9 | k9_ (first_order_rate_constant),v9 | v9 (flux)
19,69.8175,7.65382,54.1879,13.7244,18.0139,106.813,3.66213,580.327,0.00598631,2.8562,-0.113262,26.2128,-1.55845,48.2513,-2.81509,3.97135,0.0772157,39.6621,2.78148,0.326596,0.00598631,10.1397,0.47542,1.12749,0.0474999,0.615666,-0.0109235,3.3622,-0.0212654,9.75305,-0.022349,0.818633,-0.0329911,2.86419,-0.176354,3.04647,-0.169809,12.1032,-0.246741,9.57639,0.187815,1.21783,0.0606135,23.3529,1.48846,24.9243,0.492839,42.3685,-3.97158,40.5218,2.61618,2.55734,-0.198845,0.003,0.06,-0.00598631,0.01,0.06,-0.00810616,0.03,0.0045,0.00281733,0.0015,0.0001,-0.0024192,0.09,0.6,4.15261,6,0.06,4.18561,0.3,0.0009,3.58656,340,1.7,0.181033,0.003,0.1,0.66536,0.3,0.0009,0.833661,0.01,0.0214,0.00805269,0.01,0.1,-0.0969005,0.12,0.00024,0.358291,0.003,0.1,0.851279,0.03,0.064,0.196479,0.1,0.021,0.0619314,0.009,0.0429,0.18043,1,0.03,2.78148,1,0.01,10.1276,50,10.6999,450,0.06,0.2,2.85328,1,0.05,2.87455,0.3,0.006,2.8969,100,1,0.0381965,0.003,0.05,0.0393937
20,68.6283,7.34704,55.7301,13.7716,17.4078,110.72,3.48323,580.333,0.00676867,2.74326,-0.111845,24.7482,-1.37433,45.4507,-2.78521,4.04687,0.073746,42.4399,2.77368,0.332983,0.00676867,10.6319,0.508994,1.17356,0.0446646,0.604865,-0.0106202,3.33787,-0.0275285,9.72469,-0.0346798,0.784962,-0.0343671,2.69025,-0.171169,2.87837,-0.166166,11.8392,-0.281412,9.77486,0.208655,1.28039,0.0645718,24.7749,1.35539,25.3866,0.434076,38.4954,-3.7736,43.1503,2.63725,2.3869,-0.145445,0.003,0.06,-0.00676867,0.01,0.06,-0.00828023,0.03,0.0045,0.00233995,0.0015,0.0001,-0.00179227,0.09,0.6,3.96505,6,0.06,3.99942,0.3,0.0009,3.50204,340,1.7,0.191454,0.003,0.1,0.609973,0.3,0.0009,0.778525,0.01,0.0214,0.0026166,0.01,0.1,-0.107712,0.12,0.00024,0.337603,0.003,0.1,0.726183,0.03,0.064,0.149317,0.1,0.021,0.0528432,0.009,0.0429,0.16882,1,0.03,2.77368,1,0.01,10.6191,50,11.2358,450,0.06,0.2,2.82411,1,0.05,2.85164,0.3,0.006,2.88632,100,1,0.0388947,0.003,0.05,0.0363844
21,67.3512,7.0484,57.0976,13.8017,16.7773,114.427,3.30904,580.34,0.00745083,2.63373,-0.106738,23.4572,-1.21097,42.6831,-2.74865,4.11864,0.0696833,45.2083,2.76239,0.3401,0.00745083,11.1579,0.543086,1.21691,0.0421019,0.594521,-0.0100304,3.3069,-0.0345411,9.68306,-0.0488876,0.749942,-0.0356598,2.52244,-0.164207,2.71452,-0.161371,11.5403,-0.316318,9.99287,0.226984,1.34697,0.0686094,26.0643,1.2241,25.7964,0.38711,34.8232,-3.5698,45.7889,2.63614,2.26083,-0.108971,0.003,0.06,-0.00745083,0.01,0.06,-0.00815887,0.03,0.0045,0.00187157,0.0015,0.0001,-0.00135268,0.09,0.6,3.77157,6,0.06,3.80723,0.3,0.0009,3.40659,340,1.7,0.201771,0.003,0.1,0.559867,0.3,0.0009,0.725136,0.01,0.0214,-0.00106243,0.01,0.1,-0.117217,0.12,0.00024,0.317403,0.003,0.1,0.615807,0.03,0.064,0.11684,0.1,0.021,0.0471323,0.009,0.0429,0.157094,1,0.03,2.76239,1,0.01,11.1444,50,11.8047,450,0.06,0.2,2.7882,1,0.05,2.82275,0.3,0.006,2.87163,100,1,0.0395572,0.003,0.05,0.033943
22,65.9876,6.76082,58.3069,13.8123,16.1249,117.929,3.14075,580.348,0.00805318,2.53047,-0.0995552,22.3199,-1.06659,39.9558,-2.70476,4.18602,0.0649715,47.9634,2.74712,0.347858,0.00805318,11.7182,0.577543,1.25788,0.0398885,0.584865,-0.00925835,3.26854,-0.0422891,9.62626,-0.0650444,0.713665,-0.0368653,2.36219,-0.156182,2.55589,-0.155775,11.2068,-0.350465,10.2282,0.243284,1.41767,0.0727791,27.2253,1.09922,26.1635,0.348251,31.3575,-3.36081,48.4151,2.61263,2.16526,-0.0836626,0.003,0.06,-0.00805318,0.01,0.06,-0.00785555,0.03,0.0045,0.0014028,0.0015,0.0001,-0.00103714,0.09,0.6,3.57272,6,0.06,3.60958,0.3,0.0009,3.30028,340,1.7,0.211901,0.003,0.1,0.514188,0.3,0.0009,0.673919,0.01,0.0214,-0.00354855,0.01,0.1,-0.125669,0.12,0.00024,0.297805,0.003,0.1,0.519335,0.03,0.064,0.0940296,0.1,0.021,0.0435839,0.009,0.0429,0.145579,1,0.03,2.74712,1,0.01,11.704,50,12.4072,450,0.06,0.2,2.74494,1,0.05,2.78723,0.3,0.006,2.85227,100,1,0.0401784,0.003,0.05,0.0320329
23,64.5388,6.48625,59.3739,13.8007,15.4533,121.221,2.97919,580.356,0.00859017,2.43494,-0.0914138,21.3183,-0.939241,37.2762,-2.65301,4.24835,0.0595735,50.701,2.72732,0.356185,0.00859017,12.3131,0.61216,1.29682,0.0380596,0.576042,-0.00837207,3.22209,-0.0507132,9.55232,-0.0831723,0.676265,-0.0379039,2.21025,-0.147652,2.40315,-0.14964,10.8399,-0.382973,10.4789,0.257886,1.49254,0.0769681,28.2657,0.983169,26.4948,0.31509,28.103,-3.14753,51.0069,2.56743,2.09109,-0.0656642,0.003,0.06,-0.00859017,0.01,0.06,-0.00744492,0.03,0.0045,0.000927145,0.0015,0.0001,-0.000805442,0.09,0.6,3.36929,6,0.06,3.40719,0.3,0.0009,3.18347,340,1.7,0.221765,0.003,0.1,0.472244,0.3,0.0009,0.625105,0.01,0.0214,-0.0052092,0.01,0.1,-0.133238,0.12,0.00024,0.278887,0.003,0.1,0.435577,0.03,0.064,0.0775129,0.1,0.021,0.0413098,0.009,0.0429,0.134456,1,0.03,2.72732,1,0.01,12.2981,50,13.0435,450,0.06,0.2,2.69376,1,0.05,2.74448,0.3,0.006,2.82765,100,1,0.0407522,0.003,0.05,0.0306147
24,63.0067,6.22591,60.3136,13.7642,14.7654,124.299,2.82486,580.365,0.0090714,2.34772,-0.0830247,20.4364,-0.826966,34.6526,-2.59293,4.30493,0.0534697,53.4163,2.70245,0.36502,0.0090714,12.9424,0.646557,1.33413,0.0366217,0.568144,-0.00741555,3.16691,-0.0597433,9.45927,-0.103239,0.637927,-0.0387351,2.06692,-0.139012,2.25672,-0.143173,10.4417,-0.413019,10.7434,0.270993,1.5716,0.081126,29.1949,0.876861,26.7951,0.286108,25.0635,-2.93103,53.5432,2.502,2.03233,-0.0524952,0.003,0.06,-0.0090714,0.01,0.06,-0.00697472,0.03,0.0045,0.000440829,0.0015,0.0001,-0.000631781,0.09,0.6,3.16232,6,0.06,3.20106,0.3,0.0009,3.05678,340,1.7,0.231292,0.003,0.1,0.433482,0.3,0.0009,0.578781,0.01,0.0214,-0.00628718,0.01,0.1,-0.140032,0.12,0.00024,0.2607,0.003,0.1,0.363205,0.03,0.064,0.0651253,0.1,0.021,0.0397171,0.009,0.0429,0.123814,1,0.03,2.70245,1,0.01,12.9267,50,13.7133,450,0.06,0.2,2.63421,1,0.05,2.69395,0.3,0.006,2.79719,100,1,0.0412726,0.003,0.05,0.0296469
25,61.3934,5.98044,61.1398,13.7003,14.064,127.16,2.67808,580.374,0.00950234,2.26883,-0.074807,19.66,-0.727945,32.0933,-2.52417,4.35506,0.0466578,56.104,2.67194,0.374311,0.00950234,13.6059,0.680232,1.37019,0.035563,0.561225,-0.00641716,3.10244,-0.0692743,9.34522,-0.125149,0.59888,-0.0393114,1.93217,-0.130526,2.11686,-0.136533,10.015,-0.439856,11.0204,0.282702,1.65476,0.0851694,30.0227,0.780323,27.0681,0.260342,22.2416,-2.71265,56.0048,2.41821,1.98502,-0.0425847,0.003,0.06,-0.00950234,0.01,0.06,-0.00647502,0.03,0.0045,-5.78665e-05,0.0015,0.0001,-0.000499296,0.09,0.6,2.95307,6,0.06,2.99238,0.3,0.0009,2.92109,340,1.7,0.240422,0.003,0.1,0.397466,0.3,0.0009,0.534939,0.01,0.0214,-0.00694692,0.01,0.1,-0.146102,0.12,0.00024,0.243273,0.003,0.1,0.300892,0.03,0.064,0.0555074,0.1,0.021,0.0384387,0.009,0.0429,0.113687,1,0.03,2.67194,1,0.01,13.5894,50,14.4157,450,0.06,0.2,2.5659,1,0.05,2.63518,0.3,0.006,2.76033,100,1,0.0417331,0.003,0.05,0.029088
26,59.7027,5.75012,61.8647,13.6064,13.3527,129.802,2.53899,580.384,0.00988505,2.19797,-0.0669891,18.9767,-0.640535,29.6072,-2.44653,4.39802,0.0391558,58.7582,2.63528,0.384009,0.00988505,14.3025,0.712554,1.40537,0.0348605,0.555317,-0.00539561,3.02824,-0.0791651,9.20841,-0.148736,0.559403,-0.0395915,1.80576,-0.122345,1.98367,-0.129845,9.5633,-0.4628,11.3084,0.293022,1.74187,0.0890097,30.7586,0.693085,27.3166,0.237164,19.6384,-2.49392,58.3742,2.31826,1.94641,-0.0349347,0.003,0.06,-0.00988505,0.01,0.06,-0.00596467,0.03,0.0045,-0.000569058,0.0015,0.0001,-0.000396687,0.09,0.6,2.74303,6,0.06,2.78262,0.3,0.0009,2.77748,340,1.7,0.249103,0.003,0.1,0.363862,0.3,0.0009,0.493509,0.01,0.0214,-0.00730292,0.01,0.1,-0.151454,0.12,0.00024,0.226621,0.003,0.1,0.247381,0.03,0.064,0.0478056,0.1,0.021,0.0372623,0.009,0.0429,0.104079,1,0.03,2.63528,1,0.01,14.285,50,15.1491,450,0.06,0.2,2.48866,1,0.05,2.56782,0.3,0.006,2.71656,100,1,0.0421274,0.003,0.05,0.0288958
27,57.9393,5.53496,62.4993,13.4804,12.6354,132.227,2.40759,580.394,0.0102188,2.13468,-0.0596825,18.3755,-0.563282,27.2032,-2.36001,4.43315,0.0310043,61.3724,2.59198,0.394065,0.0102188,15.0303,0.742782,1.44002,0.0344835,0.550437,-0.00436385,2.94405,-0.0892304,9.04727,-0.173748,0.519811,-0.039533,1.68735,-0.114544,1.85716,-0.123198,9.09088,-0.481235,11.606,0.301887,1.83267,0.0925338,31.4117,0.614443,27.5431,0.216144,17.2533,-2.27658,60.6367,2.20451,1.91461,-0.0288995,0.003,0.06,-0.0102188,0.01,0.06,-0.00545547,0.03,0.0045,-0.00109163,0.0015,0.0001,-0.000316181,0.09,0.6,2.53388,6,0.06,2.57341,0.3,0.0009,2.62725,340,1.7,0.257296,0.003,0.1,0.332414,0.3,0.0009,0.454395,0.01,0.0214,-0.0074369,0.01,0.1,-0.156053,0.12,0.00024,0.210744,0.003,0.1,0.201523,0.03,0.064,0.0414757,0.1,0.021,0.0360759,0.009,0.0429,0.094983,1,0.03,2.59198,1,0.01,15.012,50,15.9108,450,0.06,0.2,2.40246,1,0.05,2.49169,0.3,0.006,2.66544,100,1,0.0424497,0.003,0.05,0.029028
28,56.1099,5.33481,63.0534,13.3204,11.9163,134.435,2.28383,580.404,0.0105005,2.07842,-0.0529306,17.8471,-0.494919,24.89,-2.26483,4.45983,0.0222713,63.9398,2.54164,0.404429,0.0105005,15.787,0.770075,1.47444,0.0343963,0.54659,-0.00333137,2.8498,-0.0992482,8.86055,-0.199837,0.480458,-0.039112,1.57654,-0.107143,1.73724,-0.116656,8.60251,-0.494617,11.9116,0.309175,1.9268,0.0956353,31.9901,0.543615,27.7495,0.196968,15.0841,-2.06251,62.7795,2.07946,1.88822,-0.0240507,0.003,0.06,-0.0105005,0.01,0.06,-0.00495478,0.03,0.0045,-0.00162341,0.0015,0.0001,-0.000252302,0.09,0.6,2.32748,6,0.06,2.3666,0.3,0.0009,2.47189,340,1.7,0.264972,0.003,0.1,0.302936,0.3,0.0009,0.417488,0.01,0.0214,-0.00740834,0.01,0.1,-0.159838,0.12,0.00024,0.195636,0.003,0.1,0.162289,0.03,0.064,0.0361616,0.1,0.021,0.0348296,0.009,0.0429,0.0863891,1,0.03,2.54164,1,0.01,15.7678,50,16.6977,450,0.06,0.2,2.30752,1,0.05,2.40677,0.3,0.006,2.60661,100,1,0.0426943,0.003,0.05,0.0294415
29,54.2228,5.1494,63.5356,13.1249,11.2002,136.432,2.16757,580.415,0.0107254,2.02863,-0.0467391,17.3831,-0.434355,22.6762,-2.16148,4.47753,0.0130541,66.4532,2.48394,0.415047,0.0107254,16.5692,0.793534,1.50889,0.0345596,0.543772,-0.0023058,2.74566,-0.108958,8.64739,-0.226557,0.441721,-0.0383123,1.47294,-0.100126,1.6238,-0.110258,8.10348,-0.502504,12.2237,0.314729,2.02375,0.0981999,32.5013,0.479826,27.9376,0.179398,13.1265,-1.85369,64.7927,1.94567,1.86621,-0.0200956,0.003,0.06,-0.0107254,0.01,0.06,-0.00446714,0.03,0.0045,-0.00216134,0.0015,0.0001,-0.000201109,0.09,0.6,2.1258,6,0.06,2.16411,0.3,0.0009,2.31303,340,1.7,0.272109,0.003,0.1,0.275297,0.3,0.0009,0.382684,0.01,0.0214,-0.00726109,0.01,0.1,-0.162727,0.12,0.00024,0.181286,0.003,0.1,0.128764,0.03,0.064,0.0316227,0.1,0.021,0.033511,0.009,0.0429,0.0782898,1,0.03,2.48394,1,0.01,16.549,50,17.5052,450,0.06,0.2,2.20433,1,0.05,2.31329,0.3,0.006,2.53985,100,1,0.0428564,0.003,0.05,0.0300925
30,52.2886,4.97844,63.9535,12.8932,10.4923,138.222,2.05864,580.426,0.010888,1.98476,-0.0410941,16.9761,-0.380653,20.5696,-2.05072,4.48582,0.00348105,68.9051,2.41867,0.425859,0.010888,17.3726,0.812282,1.54362,0.0349319,0.541973,-0.00129367,2.63209,-0.118062,8.40741,-0.253366,0.403984,-0.0371034,1.37617,-0.0934557,1.51667,-0.104024,7.59943,-0.504603,12.5404,0.318371,2.12294,0.100064,32.9519,0.422348,28.1088,0.16324,11.3743,-1.65214,66.6688,1.80574,1.8478,-0.0168281,0.003,0.06,-0.010888,0.01,0.06,-0.0039953,0.03,0.0045,-0.00270163,0.0015,0.0001,-0.000159713,0.09,0.6,1.93083,6,0.06,1.96794,0.3,0.0009,2.15245,340,1.7,0.278696,0.003,0.1,0.249409,0.3,0.0009,0.349893,0.01,0.0214,-0.00702778,0.01,0.1,-0.164629,0.12,0.00024,0.167679,0.003,0.1,0.100147,0.03,0.064,0.0276915,0.1,0.021,0.03213,0.009,0.0429,0.0706821,1,0.03,2.41867,1,0.01,17.3513,50,18.3282,450,0.06,0.2,2.09366,1,0.05,2.21172,0.3,0.006,2.46508,100,1,0.0429324,0.003,0.05,0.0309366
31,50.3196,4.82161,64.314,12.6253,9.79787,139.813,1.95687,580.437,0.0109821,1.94627,-0.0359723,16.6198,-0.333014,18.5769,-1.9336,4.48443,-0.0062883,71.288,2.34579,0.4368,0.0109821,18.1919,0.825417,1.57881,0.0354689,0.541178,-0.00030121,2.50984,-0.126269,8.14084,-0.279628,0.367635,-0.0355329,1.28593,-0.0870851,1.41569,-0.0979637,7.09626,-0.500742,12.8598,0.319926,2.22363,0.101181,33.3479,0.37053,28.2645,0.148337,9.81919,-1.45977,68.403,1.66222,1.83238,-0.0141002,0.003,0.06,-0.0109821,0.01,0.06,-0.00354088,0.03,0.0045,-0.00323967,0.0015,0.0001,-0.000125966,0.09,0.6,1.7445,6,0.06,1.78003,0.3,0.0009,1.99199,340,1.7,0.284731,0.003,0.1,0.225222,0.3,0.0009,0.31904,0.01,0.0214,-0.00673275,0.01,0.1,-0.165454,0.12,0.00024,0.154799,0.003,0.1,0.0757384,0.03,0.064,0.0242478,0.1,0.021,0.0307092,0.009,0.0429,0.0635679,1,0.03,2.34579,1,0.01,18.1697,50,19.1605,450,0.06,0.2,1.97652,1,0.05,2.10279,0.3,0.006,2.38242,100,1,0.0429196,0.003,0.05,0.031928
32,48.3301,4.67857,64.6231,12.3218,9.12252,141.216,1.86205,580.448,0.0110021,1.91265,-0.0313467,16.3083,-0.290761,16.704,-1.81142,4.47324,-0.0160672,73.5942,2.26542,0.447798,0.0110021,19.0213,0.832201,1.6146,0.0361259,0.541362,0.000665591,2.37995,-0.133281,7.84857,-0.304647,0.333033,-0.0336171,1.20192,-0.0809666,1.32069,-0.0920734,6.59992,-0.490973,13.1795,0.319244,2.32502,0.101443,33.6946,0.323799,28.4058,0.134557,8.4511,-1.27837,69.9929,1.51764,1.81946,-0.0118028,0.003,0.06,-0.0110021,0.01,0.06,-0.00310475,0.03,0.0045,-0.00377034,0.0015,0.0001,-9.82542e-05,0.09,0.6,1.56859,6,0.06,1.6022,0.3,0.0009,1.83351,340,1.7,0.290219,0.003,0.1,0.202708,0.3,0.0009,0.290069,0.01,0.0214,-0.00639425,0.01,0.1,-0.165123,0.12,0.00024,0.142632,0.003,0.1,0.0549336,0.03,0.064,0.0212035,0.1,0.021,0.0292779,0.009,0.0429,0.0569525,1,0.03,2.26542,1,0.01,18.998,50,19.9954,450,0.06,0.2,1.85424,1,0.05,1.98752,0.3,0.006,2.29217,100,1,0.0428171,0.003,0.05,0.0330211
33,46.3357,4.549,64.8863,11.9846,8.47161,142.441,1.77399,580.459,0.0109436,1.88342,-0.027189,16.0366,-0.253315,14.9553,-1.6857,4.45236,-0.0256477,75.8164,2.17787,0.458778,0.0109436,19.854,0.832047,1.65109,0.0368578,0.542499,0.00160071,2.24376,-0.138829,7.5322,-0.327694,0.300499,-0.0314068,1.12392,-0.0750577,1.23149,-0.0863461,6.1162,-0.475548,13.4975,0.316218,2.42621,0.100794,33.997,0.28166,28.5339,0.121789,7.25829,-1.10944,71.4387,1.37435,1.80865,-0.00985441,0.003,0.06,-0.0109436,0.01,0.06,-0.0026874,0.03,0.0045,-0.00428811,0.0015,0.0001,-7.53486e-05,0.09,0.6,1.40461,6,0.06,1.43602,0.3,0.0009,1.67887,340,1.7,0.295173,0.003,0.1,0.181858,0.3,0.0009,0.262941,0.01,0.0214,-0.00602596,0.01,0.1,-0.163581,0.12,0.00024,0.131164,0.003,0.1,0.0372113,0.03,0.064,0.0184924,0.1,0.021,0.0278672,0.009,0.0429,0.0508434,1,0.03,2.17787,1,0.01,19.8297,50,20.8254,450,0.06,0.2,1.72832,1,0.05,1.86715,0.3,0.006,2.19485,100,1,0.0426258,0.003,0.05,0.0341704
34,44.3533,4.43257,65.1088,11.6162,7.85024,143.502,1.69249,580.47,0.0108038,1.85812,-0.0234712,15.8002,-0.220179,13.3333,-1.55811,4.42209,-0.0348101,77.9477,2.08366,0.469658,0.0108038,20.6829,0.824608,1.68833,0.0376207,0.544551,0.00249816,2.10285,-0.142695,7.19408,-0.348046,0.270297,-0.028964,1.05175,-0.0693255,1.14794,-0.0807725,5.65055,-0.45494,13.8112,0.310806,2.52629,0.099211,34.2593,0.24369,28.6497,0.109939,6.22766,-0.954171,72.7427,1.23454,1.79965,-0.00819339,0.003,0.06,-0.0108038,0.01,0.06,-0.00228904,0.03,0.0045,-0.00478719,0.0015,0.0001,-5.63091e-05,0.09,0.6,1.25378,6,0.06,1.28275,0.3,0.0009,1.52977,340,1.7,0.299612,0.003,0.1,0.162666,0.3,0.0009,0.237629,0.01,0.0214,-0.00563819,0.01,0.1,-0.160805,0.12,0.00024,0.120382,0.003,0.1,0.0221252,0.03,0.064,0.0160643,0.1,0.021,0.0265078,0.009,0.0429,0.0452481,1,0.03,2.08366,1,0.01,20.6577,50,21.6431,450,0.06,0.2,1.60045,1,0.05,1.74315,0.3,0.006,2.09119,100,1,0.0423482,0.003,0.05,0.0353317
35,42.3998,4.32892,65.2949,11.2202,7.26294,144.412,1.61738,580.48,0.0105824,1.83634,-0.0201657,15.595,-0.190924,11.8391,-1.4304,4.38295,-0.0433345,79.9817,1.9835,0.480358,0.0105824,21.5008,0.809798,1.72633,0.0383727,0.54748,0.00335203,1.95898,-0.144735,6.83723,-0.365036,0.242622,-0.026366,0.98522,-0.0637496,1.0699,-0.0753442,5.20783,-0.42982,14.1183,0.303039,2.62433,0.0967171,34.4856,0.209529,28.7541,0.0989301,5.34514,-0.813334,73.9096,1.10015,1.79219,-0.00677227,0.003,0.06,-0.0105824,0.01,0.06,-0.00190978,0.03,0.0045,-0.00526181,0.0015,0.0001,-4.04092e-05,0.09,0.6,1.11689,6,0.06,1.14326,0.3,0.0009,1.38778,340,1.7,0.30356,0.003,0.1,0.145126,0.3,0.0009,0.214115,0.01,0.0214,-0.00523876,0.01,0.1,-0.156811,0.12,0.00024,0.110277,0.003,0.1,0.00929439,0.03,0.064,0.0138804,0.1,0.021,0.0252272,0.009,0.0429,0.0401715,1,0.03,1.9835,1,0.01,21.4745,50,22.4411,450,0.06,0.2,1.47238,1,0.05,1.61712,0.3,0.006,1.98216,100,1,0.0419892,0.003,0.05,0.0364629
36,40.4924,4.2377,65.4488,10.801,6.71354,145.186,1.54845,580.491,0.0102818,1.81766,-0.0172454,15.4172,-0.165173,10.4719,-1.30431,4.3357,-0.0510143,81.913,1.87831,0.490797,0.0102818,22.3002,0.787836,1.76506,0.0390754,0.551239,0.00415674,1.81401,-0.144883,6.46532,-0.378102,0.217591,-0.0236889,0.924197,-0.0583226,0.997207,-0.0700562,4.79213,-0.401033,14.4165,0.293029,2.71944,0.0933622,34.6796,0.178866,28.8478,0.088699,4.59606,-0.687284,74.9454,0.972819,1.78604,-0.00555415,0.003,0.06,-0.0102818,0.01,0.06,-0.0015497,0.03,0.0045,-0.00570644,0.0015,0.0001,-2.70833e-05,0.09,0.6,0.994329,6,0.06,1.01802,0.3,0.0009,1.25421,340,1.7,0.307046,0.003,0.1,0.129225,0.3,0.0009,0.192381,0.01,0.0214,-0.00483369,0.01,0.1,-0.151655,0.12,0.00024,0.100837,0.003,0.1,-0.00160489,0.03,0.064,0.0119105,0.1,0.021,0.0240483,0.009,0.0429,0.0356143,1,0.03,1.87831,1,0.01,22.273,50,23.2124,450,0.06,0.2,1.34586,1,0.05,1.49075,0.3,0.006,1.86885,100,1,0.0415553,0.003,0.05,0.0375257
37,38.647,4.15849,65.5744,10.3637,6.20492,145.839,1.48551,580.501,0.00990694,1.80173,-0.0146829,15.2636,-0.142587,9.22938,-1.18149,4.28127,-0.05767,83.737,1.76916,0.500897,0.00990694,23.0742,0.759224,1.80445,0.039695,0.555776,0.00490717,1.66984,-0.143166,6.08248,-0.386827,0.195244,-0.0210108,0.868524,-0.0530503,0.929736,-0.0649081,4.40667,-0.369539,14.7037,0.280972,2.8108,0.0892362,34.8444,0.151433,28.9317,0.0791937,3.96566,-0.575951,75.858,0.853833,1.78102,-0.00450985,0.003,0.06,-0.00990694,0.01,0.06,-0.00120888,0.03,0.0045,-0.00611605,0.0015,0.0001,-1.58875e-05,0.09,0.6,0.886053,6,0.06,0.907064,0.3,0.0009,1.1301,340,1.7,0.310102,0.003,0.1,0.114932,0.3,0.0009,0.17241,0.01,0.0214,-0.00442776,0.01,0.1,-0.145439,0.12,0.00024,0.0920512,0.003,0.1,-0.0108473,0.03,0.064,0.0101306,0.1,0.021,0.0229882,0.009,0.0429,0.0315709,1,0.03,1.76916,1,0.01,23.0461,50,23.9508,450,0.06,0.2,1.22255,1,0.05,1.36571,0.3,0.006,1.75254,100,1,0.041055,0.003,0.05,0.0384861
