environment | time (minute),GAP | GAP (dimensionless) | Run #1,GAP | GAP (dimensionless) | Run #2,GAP | GAP' (dimensionless/minute) | Run #1,GAP | GAP' (dimensionless/minute) | Run #2,Ras_GAP | Ras_GAP (dimensionless) | Run #1,Ras_GAP | Ras_GAP (dimensionless) | Run #2,Ras_GAP | Ras_GAP' (dimensionless/minute) | Run #1,Ras_GAP | Ras_GAP' (dimensionless/minute) | Run #2,Ras_Raf | Ras_Raf (dimensionless) | Run #1,Ras_Raf | Ras_Raf (dimensionless) | Run #2,Ras_Raf | Ras_Raf' (dimensionless/minute) | Run #1,Ras_Raf | Ras_Raf' (dimensionless/minute) | Run #2,Ras_ShcGS | Ras_ShcGS (dimensionless) | Run #1,Ras_ShcGS | Ras_ShcGS (dimensionless) | Run #2,Ras_ShcGS | Ras_ShcGS' (dimensionless/minute) | Run #1,Ras_ShcGS | Ras_ShcGS' (dimensionless/minute) | Run #2,RasGDP | RasGDP (dimensionless) | Run #1,RasGDP | RasGDP (dimensionless) | Run #2,RasGDP | RasGDP' (dimensionless/minute) | Run #1,RasGDP | RasGDP' (dimensionless/minute) | Run #2,RasGTP | RasGTP (dimensionless) | Run #1,RasGTP | RasGTP (dimensionless) | Run #2,RasGTP | RasGTP' (dimensionless/minute) | Run #1,RasGTP | RasGTP' (dimensionless/minute) | Run #2,ShcGS | ShcGS (dimensionless) | Run #1,ShcGS | ShcGS (dimensionless) | Run #2,ShcGS | ShcGS' (dimensionless/minute) | Run #1,ShcGS | ShcGS' (dimensionless/minute) | Run #2,v12 | k12 (first_order_rate_constant) | Run #1,v12 | k12 (first_order_rate_constant) | Run #2,v12 | kn12 (first_order_rate_constant) | Run #1,v12 | kn12 (first_order_rate_constant) | Run #2,v12 | v12 (first_order_rate_constant) | Run #1,v12 | v12 (first_order_rate_constant) | Run #2,v13 | k_13 (first_order_rate_constant) | Run #1,v13 | k_13 (first_order_rate_constant) | Run #2,v13 | v13 (first_order_rate_constant) | Run #1,v13 | v13 (first_order_rate_constant) | Run #2,v14 | k14 (first_order_rate_constant) | Run #1,v14 | k14 (first_order_rate_constant) | Run #2,v14 | kn14 (first_order_rate_constant) | Run #1,v14 | kn14 (first_order_rate_constant) | Run #2,v14 | v14 (first_order_rate_constant) | Run #1,v14 | v14 (first_order_rate_constant) | Run #2,v15 | k15 (first_order_rate_constant) | Run #1,v15 | k15 (first_order_rate_constant) | Run #2,v15 | v15 (first_order_rate_constant) | Run #1,v15 | v15 (first_order_rate_constant) | Run #2,v16 | k16 (first_order_rate_constant) | Run #1,v16 | k16 (first_order_rate_constant) | Run #2,v16 | kn16 (first_order_rate_constant) | Run #1,v16 | kn16 (first_order_rate_constant) | Run #2,v16 | v16 (first_order_rate_constant) | Run #1,v16 | v16 (first_order_rate_constant) | Run #2
0.036,14998.2,14998.2,121.225,121.225,1.76567,1.76567,-121.225,-121.225,0.00294967,0.00294967,0.0112493,0.0112493,0,0,0,0,19981.5,19981.5,1271.28,1271.28,16.7486,16.7486,-1150.07,-1150.07,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,1150.06,1150.06,720,720,1271.28,1271.28,0.0012,0.0012,3,3,0.0112493,0.0112493
0.037,14998.4,14998.4,113.183,113.183,1.64851,1.64851,-113.183,-113.183,0.00296023,0.00296023,0.00988388,0.00988388,0,0,0,0,19982.7,19982.7,1186.93,1186.93,15.6371,15.6371,-1073.76,-1073.76,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,1073.75,1073.75,720,720,1186.93,1186.93,0.0012,0.0012,3,3,0.00988388,0.00988388
0.038,14998.5,14998.5,105.675,105.675,1.53913,1.53913,-105.675,-105.675,0.00296947,0.00296947,0.00861089,0.00861089,0,0,0,0,19983.9,19983.9,1108.17,1108.17,14.5994,14.5994,-1002.51,-1002.51,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,1002.5,1002.5,720,720,1108.17,1108.17,0.0012,0.0012,3,3,0.00861089,0.00861089
0.039,14998.6,14998.6,98.6642,98.6642,1.437,1.437,-98.6642,-98.6642,0.00297748,0.00297748,0.00742422,0.00742422,0,0,0,0,19984.9,19984.9,1034.64,1034.64,13.6306,13.6306,-935.981,-935.981,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,935.974,935.974,720,720,1034.64,1034.64,0.0012,0.0012,3,3,0.00742422,0.00742422
0.04,14998.7,14998.7,92.1184,92.1184,1.34164,1.34164,-92.1184,-92.1184,0.00298435,0.00298435,0.00631815,0.00631815,0,0,0,0,19985.9,19985.9,965.983,965.983,12.726,12.726,-873.871,-873.871,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,873.865,873.865,720,720,965.983,965.983,0.0012,0.0012,3,3,0.00631815,0.00631815
0.041,14998.7,14998.7,86.0068,86.0068,1.25262,1.25262,-86.0068,-86.0068,0.00299014,0.00299014,0.0052873,0.0052873,0,0,0,0,19986.9,19986.9,901.884,901.884,11.8814,11.8814,-815.882,-815.882,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,815.877,815.877,720,720,901.884,901.884,0.0012,0.0012,3,3,0.0052873,0.0052873
0.042,14998.8,14998.8,80.3005,80.3005,1.1695,1.1695,-80.3005,-80.3005,0.00299494,0.00299494,0.0043267,0.0043267,0,0,0,0,19987.7,19987.7,842.036,842.036,11.0929,11.0929,-761.74,-761.74,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,761.736,761.736,720,720,842.036,842.036,0.0012,0.0012,3,3,0.0043267,0.0043267
0.043,14998.9,14998.9,74.9726,74.9726,1.09189,1.09189,-74.9726,-74.9726,0.00299882,0.00299882,0.00343166,0.00343166,0,0,0,0,19988.5,19988.5,786.16,786.16,10.3568,10.3568,-711.191,-711.191,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,711.187,711.187,720,720,786.16,786.16,0.0012,0.0012,3,3,0.00343166,0.00343166
0.044,14999,14999,69.9982,69.9982,1.01943,1.01943,-69.9982,-69.9982,0.00300183,0.00300183,0.00259785,0.00259785,0,0,0,0,19989.3,19989.3,733.991,733.991,9.66944,9.66944,-663.996,-663.996,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,663.993,663.993,720,720,733.991,733.991,0.0012,0.0012,3,3,0.00259785,0.00259785
0.045,14999,14999,65.3537,65.3537,0.951783,0.951783,-65.3537,-65.3537,0.00300403,0.00300403,0.00182118,0.00182118,0,0,0,0,19990,19990,685.284,685.284,9.02773,9.02773,-619.932,-619.932,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,619.93,619.93,720,720,685.284,685.284,0.0012,0.0012,3,3,0.00182118,0.00182118
0.046,14999.1,14999.1,61.0173,61.0173,0.888622,0.888622,-61.0173,-61.0173,0.00300549,0.00300549,0.00109786,0.00109786,0,0,0,0,19990.7,19990.7,639.808,639.808,8.4286,8.4286,-578.792,-578.792,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,578.791,578.791,720,720,639.808,639.808,0.0012,0.0012,3,3,0.00109786,0.00109786
0.047,14999.2,14999.2,56.9686,56.9686,0.829652,0.829652,-56.9686,-56.9686,0.00300625,0.00300625,0.000424349,0.000424349,0,0,0,0,19991.3,19991.3,597.35,597.35,7.86924,7.86924,-540.381,-540.381,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,540.381,540.381,720,720,597.35,597.35,0.0012,0.0012,3,3,0.000424349,0.000424349
0.048,14999.2,14999.2,53.1884,53.1884,0.774595,0.774595,-53.1884,-53.1884,0.00300635,0.00300635,-0.000202667,-0.000202667,0,0,0,0,19991.9,19991.9,557.709,557.709,7.34699,7.34699,-504.52,-504.52,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,504.52,504.52,720,720,557.709,557.709,0.0012,0.0012,3,3,-0.000202667,-0.000202667
0.049,14999.3,14999.3,49.6591,49.6591,0.723192,0.723192,-49.6591,-49.6591,0.00300585,0.00300585,-0.000786278,-0.000786278,0,0,0,0,19992.4,19992.4,520.698,520.698,6.8594,6.8594,-471.038,-471.038,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,471.039,471.039,720,720,520.698,520.698,0.0012,0.0012,3,3,-0.000786278,-0.000786278
0.05,14999.3,14999.3,46.3639,46.3639,0.675199,0.675199,-46.3639,-46.3639,0.00300479,0.00300479,-0.00132937,-0.00132937,0,0,0,0,19992.9,19992.9,486.143,486.143,6.40418,6.40418,-439.778,-439.778,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,439.78,439.78,720,720,486.143,486.143,0.0012,0.0012,3,3,-0.00132937,-0.00132937
0.051,14999.4,14999.4,43.2873,43.2873,0.630391,0.630391,-43.2873,-43.2873,0.00300321,0.00300321,-0.00183464,-0.00183464,0,0,0,0,19993.4,19993.4,453.882,453.882,5.97916,5.97916,-410.593,-410.593,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,410.594,410.594,720,720,453.882,453.882,0.0012,0.0012,3,3,-0.00183464,-0.00183464
0.052,14999.4,14999.4,40.4148,40.4148,0.588557,0.588557,-40.4148,-40.4148,0.00300114,0.00300114,-0.00230459,-0.00230459,0,0,0,0,19993.8,19993.8,423.761,423.761,5.58234,5.58234,-383.344,-383.344,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,383.346,383.346,720,720,423.761,423.761,0.0012,0.0012,3,3,-0.00230459,-0.00230459
0.053,14999.5,14999.5,37.7329,37.7329,0.549498,0.549498,-37.7329,-37.7329,0.00299861,0.00299861,-0.00274159,-0.00274159,0,0,0,0,19994.2,19994.2,395.639,395.639,5.21187,5.21187,-357.903,-357.903,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,357.906,357.906,720,720,395.639,395.639,0.0012,0.0012,3,3,-0.00274159,-0.00274159
0.054,14999.5,14999.5,35.2289,35.2289,0.513032,0.513032,-35.2289,-35.2289,0.00299566,0.00299566,-0.00314782,-0.00314782,0,0,0,0,19994.6,19994.6,369.383,369.383,4.86598,4.86598,-334.151,-334.151,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,334.154,334.154,720,720,369.383,369.383,0.0012,0.0012,3,3,-0.00314782,-0.00314782
0.055,14999.5,14999.5,32.8911,32.8911,0.478985,0.478985,-32.8911,-32.8911,0.00299232,0.00299232,-0.00352532,-0.00352532,0,0,0,0,19995,19995,344.869,344.869,4.54304,4.54304,-311.975,-311.975,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,311.978,311.978,720,720,344.869,344.869,0.0012,0.0012,3,3,-0.00352532,-0.00352532
0.056,14999.6,14999.6,30.7084,30.7084,0.447198,0.447198,-30.7084,-30.7084,0.00298862,0.00298862,-0.00387602,-0.00387602,0,0,0,0,19995.3,19995.3,321.982,321.982,4.24154,4.24154,-291.27,-291.27,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,291.274,291.274,720,720,321.982,321.982,0.0012,0.0012,3,3,-0.00387602,-0.00387602
0.057,14999.6,14999.6,28.6706,28.6706,0.41752,0.41752,-28.6706,-28.6706,0.00298458,0.00298458,-0.00420169,-0.00420169,0,0,0,0,19995.6,19995.6,300.614,300.614,3.96004,3.96004,-271.94,-271.94,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,271.944,271.944,720,720,300.614,300.614,0.0012,0.0012,3,3,-0.00420169,-0.00420169
0.058,14999.6,14999.6,26.7679,26.7679,0.389812,0.389812,-26.7679,-26.7679,0.00298023,0.00298023,-0.004504,-0.004504,0,0,0,0,19995.9,19995.9,280.664,280.664,3.69723,3.69723,-253.892,-253.892,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,253.896,253.896,720,720,280.664,280.664,0.0012,0.0012,3,3,-0.004504,-0.004504
0.059,14999.6,14999.6,24.9915,24.9915,0.363942,0.363942,-24.9915,-24.9915,0.00297558,0.00297558,-0.00478451,-0.00478451,0,0,0,0,19996.2,19996.2,262.038,262.038,3.45186,3.45186,-237.042,-237.042,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,237.047,237.047,720,720,262.038,262.038,0.0012,0.0012,3,3,-0.00478451,-0.00478451
0.06,14999.7,14999.7,23.333,23.333,0.339789,0.339789,-23.333,-23.333,0.00297066,0.00297066,-0.00504466,-0.00504466,0,0,0,0,19996.4,19996.4,244.648,244.648,3.22277,3.22277,-221.31,-221.31,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,221.315,221.315,720,720,244.648,244.648,0.0012,0.0012,3,3,-0.00504466,-0.00504466
0.061,14999.7,14999.7,21.7845,21.7845,0.317239,0.317239,-21.7845,-21.7845,0.0029655,0.0029655,-0.00528582,-0.00528582,0,0,0,0,19996.7,19996.7,228.412,228.412,3.00889,3.00889,-206.622,-206.622,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,206.628,206.628,720,720,228.412,228.412,0.0012,0.0012,3,3,-0.00528582,-0.00528582
0.062,14999.7,14999.7,20.3388,20.3388,0.296186,0.296186,-20.3388,-20.3388,0.0029601,0.0029601,-0.00550925,-0.00550925,0,0,0,0,19996.9,19996.9,213.254,213.254,2.8092,2.8092,-192.909,-192.909,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,192.915,192.915,720,720,213.254,213.254,0.0012,0.0012,3,3,-0.00550925,-0.00550925
0.063,14999.7,14999.7,18.9891,18.9891,0.27653,0.27653,-18.9891,-18.9891,0.00295448,0.00295448,-0.00571613,-0.00571613,0,0,0,0,19997.1,19997.1,199.101,199.101,2.62277,2.62277,-180.107,-180.107,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,180.112,180.112,720,720,199.101,199.101,0.0012,0.0012,3,3,-0.00571613,-0.00571613
0.064,14999.7,14999.7,17.7288,17.7288,0.258178,0.258178,-17.7288,-17.7288,0.00294867,0.00294867,-0.00590756,-0.00590756,0,0,0,0,19997.3,19997.3,185.888,185.888,2.44871,2.44871,-168.153,-168.153,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,168.159,168.159,720,720,185.888,185.888,0.0012,0.0012,3,3,-0.00590756,-0.00590756
0.065,14999.8,14999.8,16.5523,16.5523,0.241044,0.241044,-16.5523,-16.5523,0.00294267,0.00294267,-0.00608458,-0.00608458,0,0,0,0,19997.5,19997.5,173.552,173.552,2.2862,2.2862,-156.993,-156.993,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,156.999,156.999,720,720,173.552,173.552,0.0012,0.0012,3,3,-0.00608458,-0.00608458
0.066,14999.8,14999.8,15.4538,15.4538,0.225047,0.225047,-15.4538,-15.4538,0.00293651,0.00293651,-0.00624815,-0.00624815,0,0,0,0,19997.6,19997.6,162.034,162.034,2.13447,2.13447,-146.574,-146.574,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,146.58,146.58,720,720,162.034,162.034,0.0012,0.0012,3,3,-0.00624815,-0.00624815
0.067,14999.8,14999.8,14.4282,14.4282,0.210112,0.210112,-14.4282,-14.4282,0.00293018,0.00293018,-0.00639916,-0.00639916,0,0,0,0,19997.8,19997.8,151.281,151.281,1.99282,1.99282,-136.846,-136.846,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,136.853,136.853,720,720,151.281,151.281,0.0012,0.0012,3,3,-0.00639916,-0.00639916
0.068,14999.8,14999.8,13.4706,13.4706,0.196168,0.196168,-13.4706,-13.4706,0.00292371,0.00292371,-0.00653845,-0.00653845,0,0,0,0,19997.9,19997.9,141.241,141.241,1.86057,1.86057,-127.764,-127.764,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,127.771,127.771,720,720,141.241,141.241,0.0012,0.0012,3,3,-0.00653845,-0.00653845
0.069,14999.8,14999.8,12.5766,12.5766,0.18315,0.18315,-12.5766,-12.5766,0.00291711,0.00291711,-0.00666681,-0.00666681,0,0,0,0,19998.1,19998.1,131.868,131.868,1.73709,1.73709,-119.285,-119.285,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,119.291,119.291,720,720,131.868,131.868,0.0012,0.0012,3,3,-0.00666681,-0.00666681
0.07,14999.8,14999.8,11.742,11.742,0.170995,0.170995,-11.742,-11.742,0.00291038,0.00291038,-0.00678497,-0.00678497,0,0,0,0,19998.2,19998.2,123.117,123.117,1.62181,1.62181,-111.368,-111.368,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,111.375,111.375,720,720,123.117,123.117,0.0012,0.0012,3,3,-0.00678497,-0.00678497
0.071,14999.8,14999.8,10.9627,10.9627,0.159647,0.159647,-10.9627,-10.9627,0.00290354,0.00290354,-0.00689361,-0.00689361,0,0,0,0,19998.3,19998.3,114.946,114.946,1.51418,1.51418,-103.977,-103.977,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,103.983,103.983,720,720,114.946,114.946,0.0012,0.0012,3,3,-0.00689361,-0.00689361
0.072,14999.9,14999.9,10.2351,10.2351,0.149053,0.149053,-10.2351,-10.2351,0.0028966,0.0028966,-0.00699336,-0.00699336,0,0,0,0,19998.4,19998.4,107.318,107.318,1.41369,1.41369,-97.0758,-97.0758,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,97.0828,97.0828,720,720,107.318,107.318,0.0012,0.0012,3,3,-0.00699336,-0.00699336
0.073,14999.9,14999.9,9.55586,9.55586,0.139161,0.139161,-9.55586,-9.55586,0.00288956,0.00288956,-0.00708482,-0.00708482,0,0,0,0,19998.5,19998.5,100.196,100.196,1.31988,1.31988,-90.633,-90.633,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,90.6401,90.6401,720,720,100.196,100.196,0.0012,0.0012,3,3,-0.00708482,-0.00708482
0.074,14999.9,14999.9,8.92167,8.92167,0.129926,0.129926,-8.92167,-8.92167,0.00288243,0.00288243,-0.00716855,-0.00716855,0,0,0,0,19998.6,19998.6,93.5467,93.5467,1.23229,1.23229,-84.6179,-84.6179,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,84.625,84.625,720,720,93.5467,93.5467,0.0012,0.0012,3,3,-0.00716855,-0.00716855
0.075,14999.9,14999.9,8.32956,8.32956,0.121304,0.121304,-8.32956,-8.32956,0.00287522,0.00287522,-0.00724506,-0.00724506,0,0,0,0,19998.7,19998.7,87.3387,87.3387,1.15051,1.15051,-79.0019,-79.0019,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,79.0091,79.0091,720,720,87.3387,87.3387,0.0012,0.0012,3,3,-0.00724506,-0.00724506
0.076,14999.9,14999.9,7.77675,7.77675,0.113254,0.113254,-7.77675,-7.77675,0.00286794,0.00286794,-0.00731484,-0.00731484,0,0,0,0,19998.8,19998.8,81.5427,81.5427,1.07416,1.07416,-73.7586,-73.7586,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,73.7659,73.7659,720,720,81.5427,81.5427,0.0012,0.0012,3,3,-0.00731484,-0.00731484
0.077,14999.9,14999.9,7.26062,7.26062,0.105738,0.105738,-7.26062,-7.26062,0.0028606,0.0028606,-0.00737834,-0.00737834,0,0,0,0,19998.9,19998.9,76.1314,76.1314,1.00287,1.00287,-68.8634,-68.8634,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,68.8708,68.8708,720,720,76.1314,76.1314,0.0012,0.0012,3,3,-0.00737834,-0.00737834
0.078,14999.9,14999.9,6.77875,6.77875,0.0987211,0.0987211,-6.77875,-6.77875,0.00285319,0.00285319,-0.00743598,-0.00743598,0,0,0,0,19999,19999,71.0792,71.0792,0.936322,0.936322,-64.293,-64.293,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,64.3004,64.3004,720,720,71.0792,71.0792,0.0012,0.0012,3,3,-0.00743598,-0.00743598
0.079,14999.9,14999.9,6.32886,6.32886,0.0921699,0.0921699,-6.32886,-6.32886,0.00284572,0.00284572,-0.00748815,-0.00748815,0,0,0,0,19999,19999,66.3623,66.3623,0.874187,0.874187,-60.026,-60.026,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,60.0335,60.0335,720,720,66.3623,66.3623,0.0012,0.0012,3,3,-0.00748815,-0.00748815
0.08,14999.9,14999.9,5.90883,5.90883,0.0860535,0.0860535,-5.90883,-5.90883,0.00283821,0.00283821,-0.00753523,-0.00753523,0,0,0,0,19999.1,19999.1,61.9585,61.9585,0.816176,0.816176,-56.0421,-56.0421,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,56.0497,56.0497,720,720,61.9585,61.9585,0.0012,0.0012,3,3,-0.00753523,-0.00753523
0.081,14999.9,14999.9,5.51667,5.51667,0.080343,0.080343,-5.51667,-5.51667,0.00283066,0.00283066,-0.00757755,-0.00757755,0,0,0,0,19999.2,19999.2,57.8469,57.8469,0.762015,0.762015,-52.3227,-52.3227,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,52.3303,52.3303,720,720,57.8469,57.8469,0.0012,0.0012,3,3,-0.00757755,-0.00757755
0.082,14999.9,14999.9,5.15054,5.15054,0.0750115,0.0750115,-5.15054,-5.15054,0.00282306,0.00282306,-0.00761544,-0.00761544,0,0,0,0,19999.2,19999.2,54.0083,54.0083,0.711449,0.711449,-48.8501,-48.8501,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,48.8577,48.8577,720,720,54.0083,54.0083,0.0012,0.0012,3,3,-0.00761544,-0.00761544
0.083,14999.9,14999.9,4.80871,4.80871,0.0700338,0.0700338,-4.80871,-4.80871,0.00281543,0.00281543,-0.00764919,-0.00764919,0,0,0,0,19999.3,19999.3,50.4243,50.4243,0.664239,0.664239,-45.608,-45.608,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,45.6156,45.6156,720,720,50.4243,50.4243,0.0012,0.0012,3,3,-0.00764919,-0.00764919
0.084,14999.9,14999.9,4.48957,4.48957,0.0653865,0.0653865,-4.48957,-4.48957,0.00280776,0.00280776,-0.00767909,-0.00767909,0,0,0,0,19999.3,19999.3,47.0783,47.0783,0.620161,0.620161,-42.581,-42.581,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,42.5887,42.5887,720,720,47.0783,47.0783,0.0012,0.0012,3,3,-0.00767909,-0.00767909
0.085,14999.9,14999.9,4.1916,4.1916,0.0610476,0.0610476,-4.1916,-4.1916,0.00280007,0.00280007,-0.0077054,-0.0077054,0,0,0,0,19999.4,19999.4,43.9543,43.9543,0.57901,0.57901,-39.755,-39.755,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,39.7627,39.7627,720,720,43.9543,43.9543,0.0012,0.0012,3,3,-0.0077054,-0.0077054
0.086,14999.9,14999.9,3.91341,3.91341,0.0569967,0.0569967,-3.91341,-3.91341,0.00279235,0.00279235,-0.00772835,-0.00772835,0,0,0,0,19999.4,19999.4,41.0376,41.0376,0.540589,0.540589,-37.1165,-37.1165,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,37.1242,37.1242,720,720,41.0376,41.0376,0.0012,0.0012,3,3,-0.00772835,-0.00772835
0.087,14999.9,14999.9,3.65369,3.65369,0.0532147,0.0532147,-3.65369,-3.65369,0.00278461,0.00278461,-0.00774818,-0.00774818,0,0,0,0,19999.4,19999.4,38.3146,38.3146,0.504718,0.504718,-34.6531,-34.6531,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,34.6609,34.6609,720,720,38.3146,38.3146,0.0012,0.0012,3,3,-0.00774818,-0.00774818
0.088,15000,15000,3.4112,3.4112,0.0496836,0.0496836,-3.4112,-3.4112,0.00277686,0.00277686,-0.0077651,-0.0077651,0,0,0,0,19999.5,19999.5,35.7722,35.7722,0.471229,0.471229,-32.3532,-32.3532,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,32.361,32.361,720,720,35.7722,35.7722,0.0012,0.0012,3,3,-0.0077651,-0.0077651
0.089,15000,15000,3.1848,3.1848,0.0463869,0.0463869,-3.1848,-3.1848,0.00276908,0.00276908,-0.0077793,-0.0077793,0,0,0,0,19999.5,19999.5,33.3986,33.3986,0.439961,0.439961,-30.206,-30.206,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,30.2138,30.2138,720,720,33.3986,33.3986,0.0012,0.0012,3,3,-0.0077793,-0.0077793
0.09,15000,15000,2.97343,2.97343,0.043309,0.043309,-2.97343,-2.97343,0.0027613,0.0027613,-0.00779097,-0.00779097,0,0,0,0,19999.5,19999.5,31.1825,31.1825,0.410769,0.410769,-28.2013,-28.2013,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,28.2091,28.2091,720,720,31.1825,31.1825,0.0012,0.0012,3,3,-0.00779097,-0.00779097
0.091,15000,15000,2.77609,2.77609,0.0404354,0.0404354,-2.77609,-2.77609,0.0027535,0.0027535,-0.00780029,-0.00780029,0,0,0,0,19999.6,19999.6,29.1135,29.1135,0.383514,0.383514,-26.3296,-26.3296,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,26.3374,26.3374,720,720,29.1135,29.1135,0.0012,0.0012,3,3,-0.00780029,-0.00780029
0.092,15000,15000,2.59185,2.59185,0.0377525,0.0377525,-2.59185,-2.59185,0.0027457,0.0027457,-0.00780742,-0.00780742,0,0,0,0,19999.6,19999.6,27.1818,27.1818,0.358069,0.358069,-24.5821,-24.5821,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,24.5899,24.5899,720,720,27.1818,27.1818,0.0012,0.0012,3,3,-0.00780742,-0.00780742
0.093,15000,15000,2.41983,2.41983,0.0352476,0.0352476,-2.41983,-2.41983,0.00273789,0.00273789,-0.00781249,-0.00781249,0,0,0,0,19999.6,19999.6,25.3783,25.3783,0.334312,0.334312,-22.9506,-22.9506,0,0,0,0,0.0163,0.0163,10,10,0,0,15,15,0,0,0.005,0.005,60,60,22.9585,22.9585,720,720,25.3783,25.3783,0.0012,0.0012,3,3,-0.00781249,-0.00781249
